"Category","Notice_type","Notice_desc","Company_name","Company_number","Date"
"Corporate Insolvency","Resolutions for Winding Up","Notice timeline for CATLIN SCOTT LIMITED (04113717)","CATLIN SCOTT LIMITED","4113717",2020-03-16
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ATRIUM TECHNOLOGY LTD (10689595)","ATRIUM TECHNOLOGY LTD","10689595",2020-03-16
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for APPRECIATE WORLDWIDE LTD (08871540)","APPRECIATE WORLDWIDE LTD","8871540",2020-03-16
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PRINTFINE GROUP LIMITED (07163696)","PRINTFINE GROUP LIMITED","7163696",2020-03-16
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for INQUISIT CONSULTING LIMITED (10033109)","INQUISIT CONSULTING LIMITED","10033109",2020-03-16
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LEADERWORK CONSULTING LIMITED
                                     (07861615)
                                 ","LEADERWORK CONSULTING LIMITED","7861615",2020-03-16
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    VERMILION ASSOCIATES (UK) LIMITED (09196115)
                                 ","VERMILION ASSOCIATES (UK) LIMITED","9196115",2020-03-16
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HRGAP LIMITED
                                     (06308066)
                                 ","HRGAP LIMITED","6308066",2020-03-16
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for F & L MORRISON LIMITED (SC327726)","F & L MORRISON LIMITED","327726",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LITTLEBOY ASSOCIATES LTD (SC581006)","LITTLEBOY ASSOCIATES LTD","581006",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ESCARGOT LIMITED (SC392880)","ESCARGOT LIMITED","392880",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THE WOODHOUSE KIPPEN LTD. (SC400666)","THE WOODHOUSE KIPPEN LTD.","400666",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DLT MEEK LTD. (SC338035)","DLT MEEK LTD.","338035",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SUBSEA SPECIALISTS LIMITED (SC297990)","SUBSEA SPECIALISTS LIMITED","297990",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SUBSEA WELL INTERVENTION SERVICES LIMITED (SC390480)","SUBSEA WELL INTERVENTION SERVICES LIMITED","390480",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CANNA05 LIMITED (SC313940)","CANNA05 LIMITED","313940",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AMBERCOURT LIMITED (SC456886)","AMBERCOURT LIMITED","456886",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BURRELL PNEUMATICS LTD. (SC184496)","BURRELL PNEUMATICS LTD.","184496",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TULLIALLAN FARMS LIMITED (SC030945)","TULLIALLAN FARMS LIMITED","30945",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FERJANI LIMITED (SC487738)","FERJANI LIMITED","487738",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SMG PROJECT CONSULTANCY LTD (SC493583)","SMG PROJECT CONSULTANCY LTD","493583",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BRUCE MOTORS LIMITED (SC048368)","BRUCE MOTORS LIMITED","48368",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HOLLIS ENGINEERS LIMITED (SC377833)","HOLLIS ENGINEERS LIMITED","377833",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for STEWART COOPER CONSULTING LIMITED (SC339556)","STEWART COOPER CONSULTING LIMITED","339556",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WOODLANDS FARM (LLAWHADEN) LIMITED (05020324)","WOODLANDS FARM (LLAWHADEN) LIMITED","5020324",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NEEGAR LTD (10327118)","NEEGAR LTD","10327118",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for OAK & LIME (MK) LIMITED (09282278)","OAK & LIME (MK) LIMITED","9282278",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HAYLER SOLUTIONS LIMITED (07913035)","HAYLER SOLUTIONS LIMITED","7913035",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for INTELLIGENCE TRADING LIMITED (07431758)","INTELLIGENCE TRADING LIMITED","7431758",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PROVENANCE MATTERS LIMITED (09223702)","PROVENANCE MATTERS LIMITED","9223702",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ASHCROFT ESTATES LIMITED (02505528)","ASHCROFT ESTATES LIMITED","2505528",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FACERE LIMITED (06533274)","FACERE LIMITED","6533274",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GRADIENT CONSULTING SERVICES LTD (11019275)","GRADIENT CONSULTING SERVICES LTD","11019275",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for VMONDO CONSULTING LIMITED (09850962)","VMONDO CONSULTING LIMITED","9850962",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GRIFFINBORDER LIMITED (01676827)","GRIFFINBORDER LIMITED","1676827",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BH CLINICAL SERVICES LIMITED (10371951)","BH CLINICAL SERVICES LIMITED","10371951",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LAWSON SERVICES LIMITED (04622837)","LAWSON SERVICES LIMITED","4622837",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BELLPARK LIMITED (08050265)","BELLPARK LIMITED","8050265",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for EMERALD PLANT HIRE LIMITED (04721714)","EMERALD PLANT HIRE LIMITED","4721714",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CCIF (GERRARDS CROSS) LIMITED (05882694)","CCIF (GERRARDS CROSS) LIMITED","5882694",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MUNRO + WHITTEN LIMITED (04541055)","MUNRO + WHITTEN LIMITED","4541055",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for C JAMES SOLUTIONS LIMITED (09034564)","C JAMES SOLUTIONS LIMITED","9034564",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for J S DIAGNOSTICS LIMITED (07415071)","J S DIAGNOSTICS LIMITED","7415071",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TOPTOWN PRINTERS LIMITED (01104635)","TOPTOWN PRINTERS LIMITED","1104635",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SWINBURNE LIMITED (10896560)","SWINBURNE LIMITED","10896560",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CJS PROPERTY SERVICES LIMITED (03721371)","CJS PROPERTY SERVICES LIMITED","3721371",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SORKUM LIMITED (07986205)","SORKUM LIMITED","7986205",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for REWARD 4 WORK LIMITED (10331914)","REWARD 4 WORK LIMITED","10331914",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WOODBURY PARK DENTAL SURGERY LIMITED (07766000)","WOODBURY PARK DENTAL SURGERY LIMITED","7766000",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for STUDIO U. BRAND AND COMMUNICATIONS LIMITED (09789168)","STUDIO U. BRAND AND COMMUNICATIONS LIMITED","9789168",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TAMBORINE PRODUCTIONS LIMITED  (02580780)","TAMBORINE PRODUCTIONS LIMITED ","2580780",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MGELECTRONICS LTD (06732737)","MGELECTRONICS LTD","6732737",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LY J C LIMITED (06919709)","LY J C LIMITED","6919709",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for U S L MANAGEMENT SERVICES LTD (06972362)","U S L MANAGEMENT SERVICES LTD","6972362",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for IYENGAR LIMITED (08896850)","IYENGAR LIMITED","8896850",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RK INC LIMITED (09543519)","RK INC LIMITED","9543519",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HAWLEY CONTROL SOLUTIONS LTD (05641214)","HAWLEY CONTROL SOLUTIONS LTD","5641214",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SAFESHARE LIMITED (05373546)","SAFESHARE LIMITED","5373546",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MAKER ASSOCIATES LTD (08668501)","MAKER ASSOCIATES LTD","8668501",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NICOLAS CONSULTANTS LIMITED (08375793)","NICOLAS CONSULTANTS LIMITED","8375793",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PAB UK CONSULTING LTD (06920375)","PAB UK CONSULTING LTD","6920375",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JDCGW CONSULTANCY LIMITED (08262931)","JDCGW CONSULTANCY LIMITED","8262931",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HELEK LIMITED (04520083)","HELEK LIMITED","4520083",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LIFETIME OPPORTUNITY LIMITED (06957733)","LIFETIME OPPORTUNITY LIMITED","6957733",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KAVE LIGHTING LIMITED (02206992)","KAVE LIGHTING LIMITED","2206992",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ARC FIDUCIARY LIMITED (08804322)","ARC FIDUCIARY LIMITED","8804322",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for OBLIX CONSULTANCY LIMITED (09145530)","OBLIX CONSULTANCY LIMITED","9145530",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ROBLEW CONSULTANCY LIMITED (10059387)","ROBLEW CONSULTANCY LIMITED","10059387",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CIAO SICILY LIMITED (10752108)","CIAO SICILY LIMITED","10752108",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for R & H HOLDINGS LIMITED (06962041)","R & H HOLDINGS LIMITED","6962041",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PI CUBED CONSULTING LIMITED (08596251)","PI CUBED CONSULTING LIMITED","8596251",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CARDALES UK LIMITED (03678499)","CARDALES UK LIMITED","3678499",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for COLCO LIMITED
                                     (03200534)
                                 ","(PURSUANT TO SECTIONS 282 AND 283 OF THE COMPANIES ACT 2006 AND SECTION 84(1) OF THE
                                          INSOLVENCY ACT 1986)","3200534",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    BERKELY-DE VERE COMPUTERS LIMITED  (02466740)
                                 ","(PURSUANT TO SECTIONS 282 AND 283 OF THE COMPANIES ACT 2006 AND SECTION 84(1) OF THE
                                          INSOLVENCY ACT 1986)","2466740",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    POLA JONES LIMITED (07553069)
                                 ","(PURSUANT TO SECTIONS 282 AND 283 OF THE COMPANIES ACT 2006 AND SECTION 84(1) OF THE
                                          INSOLVENCY ACT 1986)","7553069",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CAN IT LTD  (08923305)","CAN IT LTD","8923305",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CURIOUS IMPACT LIMITED 
                                     (08449276)
                                 ","(PURSUANT TO SECTIONS 282 AND 283 OF THE COMPANIES ACT 2006 AND SECTION 84(1) OF THE
                                          INSOLVENCY ACT 1986)","8449276",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ORLA DUNNE CONSULTING LTD 
                                     (07848877)
                                 ","(PURSUANT TO SECTIONS 282 AND 283 OF THE COMPANIES ACT 2006 AND SECTION 84(1) OF THE
                                          INSOLVENCY ACT 1986)","7848877",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    L.A. WALPOLE LIMITED (01226511)
                                 ","L. A. WALPOLE LIMITED","1226511",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    LAGAN MARKETING LIMITED  (09182914)
                                 ","LAGAN MARKETING LIMITED","9182914",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HOBHARDS LIMITED
                                     (08388301)
                                 ","HOBHARDS LIMITED","8388301",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    CONSULT15 LIMITED  (09832879)
                                 ","CONSULT15 LIMITED","9832879",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HELEN CLARK ART LIMITED  (10769590)","HELEN CLARK ART LIMITED ","10769590",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WHITAKER HORTON LIMITED (03883678)","WHITAKER HORTON LIMITED","3883678",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ROK'S (MANUFACTURING JEWELLERS) LIMITED (01279760)","ROK'S (MANUFACTURING JEWELLERS) LIMITED","1279760",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SPACE ROCK LTD. (08254973)","SPACE ROCK LTD.","8254973",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PERFORMANCE MANAGEMENT PRACTITIONERS LTD (09827931)","PERFORMANCE MANAGEMENT PRACTITIONERS LTD","9827931",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MAX CONTRACTORS LIMITED (06393638)","MAX CONTRACTORS LIMITED","6393638",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PROPHARM LIMITED (02754258)","PROPHARM LIMITED","2754258",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TULIP MEDICAL CONSULTANTS LTD (06725618)","TULIP MEDICAL CONSULTANTS LTD","6725618",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ATI ELECTRICAL SERVICES LTD (10381790)","ATI ELECTRICAL SERVICES LTD","10381790",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MARBLEMARKS LTD (06961001)","MARBLEMARKS LTD","6961001",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RED HELIX CONSULTING LIMITED (07848071)","RED HELIX CONSULTING LIMITED","7848071",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NEELA LIMITED (04544529)","NEELA LIMITED","4544529",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JG ACCOUNTING SERVICES LTD (08707032)","JG ACCOUNTING SERVICES LTD","8707032",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JOHN LANE (PERSONAL & COMMERCIAL) LIMITED (01821682)","JOHN LANE (PERSONAL & COMMERCIAL) LIMITED","1821682",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JOHN LANE (INSURANCE CONSULTANTS) LIMITED (01879860)","JOHN LANE (INSURANCE CONSULTANTS) LIMITED","1879860",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for R & B WHALLEY (PLANT HIRE) LIMITED (01663650)","R & B WHALLEY (PLANT HIRE) LIMITED","1663650",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    ANDERSON BELL LIMITED  (06886589)
                                 ","ANDERSON BELL LIMITED","6886589",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    VIRTUAL STORAGE MANAGEMENT LTD  (07336915)
                                 ","VIRTUAL STORAGE MANAGEMENT LTD","7336915",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    LINK ENTERPRISES LIMITED  (02692608)
                                 ","LINK ENTERPRISES LIMITED","2692608",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    GOPAGOCA LTD  (10719127)
                                 ","GOPAGOCA LTD","10719127",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 
                                    MILKY WAY CONSULTANTS LTD  (10711823)
                                 ","MILKY WAY CONSULTANTS LTD","10711823",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SLB SURVEYING LTD
                                     (08547318)
                                 ","SLB SURVEYING LTD","8547318",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LAKEMOUNT PROPERTIES LIMITED (02327061)","LAKEMOUNT PROPERTIES LIMITED","2327061",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MATINI TECHNOLOGY LIMITED (05260643)","MATINI TECHNOLOGY LIMITED","5260643",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for INDENG CONSULTANCY LIMITED (10731116)","INDENG CONSULTANCY LIMITED","10731116",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AMT HEALTH & SOCIAL CARE SERVICES LTD (10690964)","AMT HEALTH & SOCIAL CARE SERVICES LTD","10690964",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WEST COUNTRY RETAIL BAKERS LIMITED (06777738)","WEST COUNTRY RETAIL BAKERS LIMITED","6777738",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JAN JUC LTD (10485623)","JAN JUC LTD","10485623",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PRYMOS LIMITED (08019150)","PRYMOS LIMITED","8019150",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JB007 LTD (06194209)","JB007 LTD","6194209",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for W P L DESIGN & MANAGEMENT LIMITED (03208281)","W P L DESIGN & MANAGEMENT LIMITED","3208281",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LANCRO PROPERTIES LIMITED (02784339)","LANCRO PROPERTIES LIMITED","2784339",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DCQT LIMITED (11533149)","DCQT LIMITED","11533149",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BATHWESTON RESIDENTIAL LIMITED (08506707)","BATHWESTON RESIDENTIAL LIMITED","8506707",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for 3 BOX LIMITED (09609387)","3 BOX LIMITED","9609387",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JL CONTRACTING LIMITED (06347509)","JL CONTRACTING LIMITED","6347509",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BLUSTORM SOLUTIONS LTD (08979332)","BLUSTORM SOLUTIONS LTD","8979332",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DR ANTHONY R HALPERIN LIMITED (07374437)","DR ANTHONY R HALPERIN LIMITED","7374437",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LONDON CITY DUCTWORK LTD (10889445)","LONDON CITY DUCTWORK LTD","10889445",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RAVENHALL PROJECTS LTD (09180719)","RAVENHALL PROJECTS LTD","9180719",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TITHEBARN LEISURE LIMITED (11325915)","TITHEBARN LEISURE LIMITED","11325915",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ELIOT PARK LIMITED (09846031)","ELIOT PARK LIMITED","9846031",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for R P S M CONSTRUCTION LTD (10717083)","R P S M CONSTRUCTION LTD","10717083",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SEOXAR SOFTWARE SOLUTIONS LTD (07698935)","SEOXAR SOFTWARE SOLUTIONS LTD","7698935",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THISTLEWOOD CONSULTING LTD. (07978472)","THISTLEWOOD CONSULTING LTD.","7978472",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DHQ (LONDON) LIMITED (10300897)","DHQ (LONDON) LIMITED","10300897",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THE HONEST DEPARTMENT LIMITED (11428359)","THE HONEST DEPARTMENT LIMITED","11428359",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ABERCROMBIE & ABERCROMBIE LIMITED (05492347)","ABERCROMBIE & ABERCROMBIE LIMITED","5492347",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MERIT TECHNOLOGIES LIMITED (10807921)","MERIT TECHNOLOGIES LIMITED","10807921",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CHIDDINGFOLD LIMITED (03742173)","CHIDDINGFOLD LIMITED","3742173",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TMG ELITE SERVICES LIMITED (05237299)","TMG ELITE SERVICES LIMITED","5237299",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CRM ADVISOR LIMITED (08240185)","CRM ADVISOR LIMITED","8240185",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SK KANER LIMITED (09581250)","SK KANER LIMITED","9581250",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for P&K OPEN SOLUTIONS LIMITED (11185951)","P&K OPEN SOLUTIONS LIMITED","11185951",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TPVP FINANCE LTD. (08345057)","TPVP FINANCE LTD.","8345057",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SPIRAL TECHNOLOGY LIMITED (04695537)","SPIRAL TECHNOLOGY LIMITED","4695537",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HOMTEL LTD (09792897)","HOMTEL LTD","9792897",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ON TARGET FOOTBALL CONSULTANTS LIMITED (09373568)","ON TARGET FOOTBALL CONSULTANTS LIMITED","9373568",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GREAT DANE LIMITED(THE) (01542784)","GREAT DANE LIMITED(THE)","1542784",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HODNETT CONSULTING LIMITED (07537886)","HODNETT CONSULTING LIMITED","7537886",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CHANGELING LIMITED (07103539)","CHANGELING LIMITED","7103539",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HIRE N HIRE LIMITED (04565150)","HIRE N HIRE LIMITED","4565150",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WILLETT TIPPETT LEISURE LIMITED (04534261)","WILLETT TIPPETT LEISURE LIMITED","4534261",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for STRATINOVATE SOLUTIONS LTD (09265686)","STRATINOVATE SOLUTIONS LTD","9265686",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BEACON HEALTH CLUBS LIMITED (08398784)","BEACON HEALTH CLUBS LIMITED","8398784",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BLACKWOOD CONSULTANT SOLUTIONS LIMITED (08089083)","BLACKWOOD CONSULTANT SOLUTIONS LIMITED","8089083",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for COGENT IT LTD. (09416626)","COGENT IT LTD.","9416626",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BROOME BUILD LTD (03195528)","BROOME BUILD LTD","3195528",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JLO 111 LTD (11353978)","JLO 111 LTD","11353978",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FORREST RAIL CONSULTING LIMITED (08497569)","FORREST RAIL CONSULTING LIMITED","8497569",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TEST EXPERT LTD (08088703)","TEST EXPERT LTD","8088703",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TOTAL MI LIMITED (07196250)","TOTAL MI LIMITED","7196250",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for PERITUS SERVICES LIMITED (10522767)","PERITUS SERVICES LIMITED","10522767",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ECR CONSULTING LIMITED (02829041)","ECR CONSULTING LIMITED","2829041",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WISER ENTERPRISES LIMITED (09623116)","WISER ENTERPRISES LIMITED","9623116",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RELAXED COMPUTER SERVICES LTD (08134671)","RELAXED COMPUTER SERVICES LTD","8134671",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for FRG WINDOWS LTD (10593162)","FRG WINDOWS LTD","10593162",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for OPTIMIS DEVELOPMENTS LTD (07133049)","OPTIMIS DEVELOPMENTS LTD","7133049",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for NPD VENTURES LTD (05657504)","NPD VENTURES LTD","5657504",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MELLARS CONSULTING LTD (10161853)","MELLARS CONSULTING LTD","10161853",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SANDSTONE CONSULTANTS LTD (07521488)","SANDSTONE CONSULTANTS LTD","7521488",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for STOTEY LIMITED (08256019)","STOTEY LIMITED","8256019",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for STAINFORTH CONSTRUCTION (NORTH) LIMITED (02649920)","STAINFORTH CONSTRUCTION (NORTH) LIMITED","2649920",2020-03-17
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GBRITISH ELITE SCHOOLS (TOGETHER) LIMITED (10326126)","GBRITISH ELITE SCHOOLS (TOGETHER) LIMITED","10326126",2020-03-17
