"Category","Notice_type","Notice_desc","Company_name","Company_number","Date"
"Corporate Insolvency","Notices to Creditors","Notice timeline for ALDERWOOD CONSTRUCTION LIMITED (06435282)","ALDERWOOD CONSTRUCTION LIMITED","6435282",2019-11-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AC TAVERNS CREWE LTD   (11978556)","AC TAVERNS CREWE LTD  ","11978556",2019-11-19
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for AC TAVERNS CREWE LTD   (11978556)","Actions","11978556",2019-11-19
"Corporate Insolvency","Notices to Creditors","Notice timeline for KENTFIELD PROPERTIES LIMITED (06285331)","IN THE MATTER OF THE INSOLVENCY ACT 1986","6285331",2019-11-19
"Corporate Insolvency","Notices to Creditors","Notice timeline for ROBERT VICKERS SOCIAL CARE CONSULTANCY LTD (08245946)","ROBERT VICKERS SOCIAL CARE CONSULTANCY LTD","8245946",2019-11-19
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for ROBERT VICKERS SOCIAL CARE CONSULTANCY LTD (08245946)","SECTION 109(1), INSOLVENCY ACT 1986","8245946",2019-11-19
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for KENTFIELD PROPERTIES LIMITED (06285331)","PURSUANT TO SECTION 109 OF THE INSOLVENCY ACT 1986","6285331",2019-11-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ROBERT VICKERS SOCIAL CARE CONSULTANCY LTD (08245946)","ROBERT VICKERS SOCIAL CARE CONSULTANCY LTD","8245946",2019-11-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KENTFIELD PROPERTIES LIMITED (06285331)","SPECIAL AND ORDINARY RESOLUTIONS","6285331",2019-11-19
"Corporate Insolvency","Meetings of Creditors","Notice timeline for EXCELL CATERING LIMITED (09298065)","EXCELL CATERING LIMITED","9298065",2019-11-19
"Corporate Insolvency","Meetings of Creditors","Notice timeline for ELECTRIC ORANGE LTD (09976669)","ELECTRIC ORANGE LIMITED","9976669",2019-11-19
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for PRIVILEGE HOMES LIMITED (09869092)","Actions","9869092",2019-11-19
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for SMITHOP UK LTD (11813684)","Actions","11813684",2019-11-19
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for RST (SCOTLAND) LTD (SC180320)","PURSUANT TO SECTION 109 OF THE INSOLVENCY ACT 1986","180320",2019-11-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RST (SCOTLAND) LTD (SC180320)","COMPANIES ACT 2006 SECTION 283 (1),(4), (5) AND (6)","180320",2019-11-19
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for HEPBURN OIL + GAS SERVICES LTD (SC496125)","PURSUANT TO SECTION 109 OF THE INSOLVENCY ACT 1986","496125",2019-11-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HEPBURN OIL + GAS SERVICES LTD (SC496125)","HEPBURN OIL + GAS SERVICES LTD","496125",2019-11-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TIME CRITICAL LOGISTICS LIMITED (10199767)","TIME CRITICAL LOGISTICS LIMITED","10199767",2019-11-19
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for TIME CRITICAL LOGISTICS LIMITED (10199767)","Actions","10199767",2019-11-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for STEGBROOK LIMITED (01601143)","STEGBROOK LIMITED","1601143",2019-11-19
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for STEGBROOK LIMITED (01601143)","Actions","1601143",2019-11-19
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for SHOULTON HOUSE INVESTMENTS LTD (07831886)","Actions","7831886",2019-11-19
"Corporate Insolvency","Notices to Creditors","Notice timeline for SHOULTON HOUSE INVESTMENTS LTD (07831886)","SHOULTON HOUSE INVESTMENTS LTD","7831886",2019-11-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SHOULTON HOUSE INVESTMENTS LTD (07831886)","SHOULTON HOUSE INVESTMENTS LTD","7831886",2019-11-19
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for MARK HEYWOOD ASSOCIATES LIMITED (02946592)","Actions","2946592",2019-11-19
"Corporate Insolvency","Notices to Creditors","Notice timeline for MARK HEYWOOD ASSOCIATES LIMITED (02946592)","MARK HEYWOOD ASSOCIATES LIMITED","2946592",2019-11-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MARK HEYWOOD ASSOCIATES LIMITED (02946592)","MARK HEYWOOD ASSOCIATES LIMITED","2946592",2019-11-19
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for KELLFRI UK LIMITED (10388081)","Actions","10388081",2019-11-19
"Corporate Insolvency","Resolutions for Winding Up","Notice timeline for KELLFRI UK LIMITED (10388081)","KELLFRI UK LIMITED","10388081",2019-11-19
"Corporate Insolvency","Meetings of Creditors","Notice timeline for HAZARD WARNING SYSTEMS LTD (04596567)","HAZARD WARNING SYSTEMS LTD","4596567",2019-11-19
"Corporate Insolvency","Moratoria, Prohibited Names and Other: Re-use of a Prohibited Name","Notice timeline for VALE VEHICLE MOVEMENTS LIMITED (05757599)","RULE 22.4 OF THE INSOLVENCY (ENGLAND AND WALES) RULES 2016","5757599",2019-11-19
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for HAMPSHIRE AND HAMPSHIRE LTD (10790351)","Actions","10790351",2019-11-19
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HAMPSHIRE AND HAMPSHIRE LTD (10790351)","HAMPSHIRE AND HAMPSHIRE LTD","10790351",2019-11-19
"Corporate Insolvency","Meetings of Creditors","Notice timeline for ABACUS BUSINESS FORMS LTD (NI026197)","ABACUS BUSINESS FORMS LTD","26197",2019-11-19
"Corporate Insolvency","Resolutions for Winding Up","Notice timeline for FWK EXPRESS LTD (10920811)","FWK EXPRESS LTD","10920811",2019-11-19
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for FWK EXPRESS LTD (10920811)","Actions","10920811",2019-11-19
"Corporate Insolvency","Meetings of Creditors","Notice timeline for DLEED GROUP LTD  (10842736)","DLEED GROUP LTD ","10842736",2019-11-19
"Corporate Insolvency","Meetings of Creditors","Notice timeline for 
                                    HILLS DECORATORS LIMITED (07646779)
                                 ","HILLS DECORATORS LIMITED","7646779",2019-11-19
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for WESTERN UK PROPERTY GROUP LTD (08849384)","Actions","8849384",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for ROSWELL SERVICES LIMITED (09444180)","ROSWELL SERVICES LIMITED","9444180",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for TILEHURST VILLAGE BUTCHERS LIMITED (07938384)","Actions","7938384",2019-11-20
"Corporate Insolvency","Qualifying Decision Procedure","Notice timeline for T.W. MOTORCYCLES LTD (08428708)","T.W. MOTORCYCLES LTD","8428708",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for WESTERN MORNING NEWS & MEDIA LIMITED (00194502)","Actions","194502",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for INSTIGO CONSULTING LTD (06958327)","Actions","6958327",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for EQUITY PARTNERSHIPS (OSPREY) LIMITED (04299729)","EQUITY PARTNERSHIPS (OSPREY) LIMITED","4299729",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for T.W. MOTORCYCLES LTD (08428708)","T.W. MOTORCYCLES LTD","8428708",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for VALENTINES OF HEBDEN BRIDGE LTD (10364828)","Actions","10364828",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LORD ALPHA INVESTMENTS LIMITED (10531578)","LORD ALPHA INVESTMENTS LIMITED","10531578",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AARON CAHILL CONSULTING LIMITED (09205898)","AARON CAHILL CONSULTING LIMITED","9205898",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for JMAX ASSOCIATES LIMITED (10359004)","Actions","10359004",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for ZOLLA PRODUCTION LIMITED (09378115)","Actions","9378115",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ZOLLA PRODUCTION LIMITED (09378115)","ZOLLA PRODUCTION LIMITED","9378115",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for ROBERT SAMUELL & CO. LIMITED (00668777)","Actions","668777",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for MADEOS LIMITED (07338553)","MADEOS LIMITED","7338553",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for RPCC LTD (07045200)","Actions","7045200",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for A1 NURSING & HOMECARE AGENCY LIMITED (05014073)","A1 NURSING & HOMECARE AGENCY LIMITED","5014073",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for S M CAFFERKY CONSULTING LIMITED (07963130)","Actions","7963130",2019-11-20
"Corporate Insolvency","Appointment of Administrators","Notice timeline for WAYCON PRECAST LIMITED (04702956)","WAYCON PRECAST LIMITED","4702956",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for SSP BUSINESS SERVICES LTD (07896549)","SSP BUSINESS SERVICES LTD","7896549",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for AARON CAHILL CONSULTING LIMITED (09205898)","AARON CAHILL CONSULTING LIMITED","9205898",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for S M CAFFERKY CONSULTING LIMITED (07963130)","S M CAFFERKY CONSULTING LIMITED","7963130",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for MBS CONSULTANCY SERVICES LTD (09908371)","MBS CONSULTANCY SERVICES LTD","9908371",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for CL SOLUTION SERVICES LIMITED (09151032)","Actions","9151032",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for VINTCONSULTING LTD (09781943)","VINTCONSULTING LTD","9781943",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for OLIVER'S LETTINGS LTD (10464378)","Actions","10464378",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for A1 NURSING & HOMECARE AGENCY LIMITED (05014073)","Actions","5014073",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ROSWELL SERVICES LIMITED (09444180)","ROSWELL SERVICES LIMITED","9444180",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CL SOLUTION SERVICES LIMITED (09151032)","CL SOLUTION SERVICES LIMITED","9151032",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for MILTON KEYNES NEW CITY COLLEGE LTD (10924143)","Actions","10924143",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for MJ CONSULTING LIMITED (08967528)","Actions","8967528",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MUSCLE CRATE LTD (09953277)","MUSCLE CRATE LTD","9953277",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for AUTO HAMPTON LIMITED (11267892)","Actions","11267892",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for INSTIGO CONSULTING LTD (06958327)","INSTIGO CONSULTING LTD","6958327",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ROBERT SAMUELL & CO. LIMITED (00668777)","ROBERT SAMUELL & CO. LIMITED","668777",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KINGS HEAD (SIDBURY) LIMITED
                                     (06380040)
                                 ","KINGS HEAD (SIDBURY) LIMITED
                                             ","6380040",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DATA POWER CONSULTING LIMITED (06423978)","DATA POWER CONSULTING LIMITED","6423978",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for GREYSCALE CONSULTING LIMITED (07546215)","Actions","7546215",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for IAN DOW AVIATION LIMITED (07798066)","Actions","7798066",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for DATA POWER CONSULTING LIMITED (06423978)","Actions","6423978",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for KERNEL CONSULTING LIMITED (06811933)","KERNEL CONSULTING LIMITED","6811933",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for T.W. MOTORCYCLES LTD (08428708)","Actions","8428708",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MBS CONSULTANCY SERVICES LTD (09908371)","MBS CONSULTANCY SERVICES LTD","9908371",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for S M CAFFERKY CONSULTING LIMITED (07963130)","S M CAFFERKY CONSULTING LIMITED","7963130",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for MJ CONSULTING LIMITED (08967528)","MJ CONSULTING LIMITED","8967528",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for LOVELLY LEISURE LIMITED (03380513)","Actions","3380513",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BLUE M LIMITED (10019142)","BLUE M LIMITED","10019142",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for ROBERT SAMUELL & CO. LIMITED (00668777)","ROBERT SAMUELL & CO. LIMITED","668777",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for SSP BUSINESS SERVICES LTD (07896549)","SSP BUSINESS SERVICES LTD","7896549",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MILTON KEYNES NEW CITY COLLEGE LTD (10924143)","MILTON KEYNES NEW CITY COLLEGE LTD","10924143",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for HORNBILL SOLUTIONS LIMITED (06672661)","Actions","6672661",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AKCE LIMITED (10706587)","AKCE LIMITED","10706587",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for COLWOOD CONSULTING LIMITED (09708633)","Actions","9708633",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for CODA CARPENTRY AND CONSTRUCTION LTD (11168364)","Actions","11168364",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AUTO HAMPTON LIMITED (11267892)","AUTO HAMPTON LIMITED","11267892",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for VERBALISATION LIMITED (07713869)","VERBALISATION LIMITED","7713869",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for INSTIGO CONSULTING LTD (06958327)","INSTIGO CONSULTING LTD","6958327",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WESTERN MORNING NEWS & MEDIA LIMITED (00194502)","WESTERN MORNING NEWS & MEDIA LIMITED","194502",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for GREYSCALE CONSULTING LIMITED (07546215)","GREYSCALE CONSULTING LIMITED","7546215",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for AKCE LIMITED (10706587)","AKCE LIMITED","10706587",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for VALENTINES OF HEBDEN BRIDGE LTD (10364828)","VALENTINES OF HEBDEN BRIDGE LTD","10364828",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for CODA CARPENTRY AND CONSTRUCTION LTD (11168364)","CODA CARPENTRY AND CONSTRUCTION LTD","11168364",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for BLUE M LIMITED (10019142)","BLUE M LIMITED","10019142",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for EPIC (PRESTATYN) LIMITED (06009173)","Actions","6009173",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for BLUE M LIMITED (10019142)","Actions","10019142",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for MBS CONSULTANCY SERVICES LTD (09908371)","Actions","9908371",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for MILTON KEYNES NEW CITY COLLEGE LTD (10924143)","MILTON KEYNES NEW CITY COLLEGE LTD","10924143",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JMP ACTUARIAL LIMITED (07267506)","JMP ACTUARIAL LIMITED","7267506",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for BAWTRY HOME CINEMA LIMITED (10057678)","Actions","10057678",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for DATA POWER CONSULTING LIMITED (06423978)","DATA POWER CONSULTING LIMITED","6423978",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for LORD ALPHA INVESTMENTS LIMITED (10531578)","Actions","10531578",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for ROSWELL SERVICES LIMITED (09444180)","Actions","9444180",2019-11-20
"Corporate Insolvency","Meetings of Creditors","Notice timeline for AUTOMATION CONTROL PANELS LIMITED (07220752)","AUTOMATION CONTROL PANELS LIMITED","7220752",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for AARON CAHILL CONSULTING LIMITED (09205898)","Actions","9205898",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for BAWTRY HOME CINEMA LIMITED (10057678)","BAWTRY HOME CINEMA LIMITED","10057678",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for MADEOS LIMITED (07338553)","Actions","7338553",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for VANTAGE SECURITIES LIMITED (05747529)","VANTAGE SECURITIES LIMITED","5747529",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for COLWOOD CONSULTING LIMITED (09708633)","COLWOOD CONSULTING LIMITED","9708633",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for IAN DOW AVIATION LIMITED (07798066)","IAN DOW AVIATION LIMITED","7798066",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for AKCE LIMITED (10706587)","Actions","10706587",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for EPIC (PRESTATYN) LIMITED (06009173)","EPIC (PRESTATYN) LIMITED","6009173",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for VINTCONSULTING LTD (09781943)","Actions","9781943",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for AVID INFOTECH LIMITED (09153217)","AVID INFOTECH LIMITED","9153217",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for HAVEN SAFETY LTD (08875738)","Actions","8875738",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for VINTCONSULTING LTD (09781943)","VINTCONSULTING LTD","9781943",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LOVELLY LEISURE LIMITED (03380513)","LOVELLY LEISURE LIMITED","3380513",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for COLWOOD CONSULTING LIMITED (09708633)","COLWOOD CONSULTING LIMITED","9708633",2019-11-20
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for INCA TOOLING LTD (10399111)","Actions","10399111",2019-11-20
"Corporate Insolvency","Meetings of Creditors","Notice timeline for BARR-TECHNICAL SOLUTIONS LIMITED (06849769)","BARR-TECHNICAL SOLUTIONS LIMITED","6849769",2019-11-20
"Corporate Insolvency","Appointment of Administrators","Notice timeline for SILVERLIFE LIMITED (05510414)","SILVERLIFE LIMITED","5510414",2019-11-20
"Corporate Insolvency","Meetings of Creditors","Notice timeline for D & A AUTOS (MOT) LTD (10650714)","D & A AUTOS (MOT) LTD","10650714",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for MUSCLE CRATE LTD (09953277)","Actions","9953277",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HORNBILL SOLUTIONS LIMITED (06672661)","HORNBILL SOLUTIONS LIMITED","6672661",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for JMP ACTUARIAL LIMITED (07267506)","Actions","7267506",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for KINGS HEAD (SIDBURY) LIMITED
                                     (06380040)
                                 ","Actions","6380040",2019-11-20
"Corporate Insolvency","Petitions to Wind Up (Companies)","Notice timeline for MEMOS CATERING LIMITED (11815795)","Actions","11815795",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for JMAX ASSOCIATES LIMITED (10359004)","JMAX ASSOCIATES LIMITED","10359004",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for JMAX ASSOCIATES LIMITED (10359004)","JMAX ASSOCIATES LIMITED","10359004",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for WESTERN MORNING NEWS & MEDIA LIMITED (00194502)","WESTERN MORNING NEWS & MEDIA LIMITED","194502",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for LEWIS ROWE LTD (07120043)","Actions","7120043",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for VERBALISATION LIMITED (07713869)","Actions","7713869",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for DR P BURLING & ASSOCIATES LIMITED (06719286)","DR P BURLING & ASSOCIATES LIMITED","6719286",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MADEOS LIMITED (07338553)","MADEOS LIMITED","7338553",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for EQUITY PARTNERSHIPS (OSPREY) LIMITED (04299729)","EQUITY PARTNERSHIPS (OSPREY) LIMITED","4299729",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for TILEHURST VILLAGE BUTCHERS LIMITED (07938384)","TILEHURST VILLAGE BUTCHERS LIMITED","7938384",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for VANTAGE SECURITIES LIMITED (05747529)","VANTAGE SECURITIES LIMITED","5747529",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for ARYANNA TRADING LTD (08568368)","Actions","8568368",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for AVID INFOTECH LIMITED (09153217)","AVID INFOTECH LIMITED","9153217",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for VANTAGE SECURITIES LIMITED (05747529)","Actions","5747529",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for KERNEL CONSULTING LIMITED (06811933)","KERNEL CONSULTING LIMITED","6811933",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for IAN DOW AVIATION LIMITED (07798066)","IAN DOW AVIATION LIMITED","7798066",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for HAVEN SAFETY LTD (08875738)","HAVEN SAFETY LTD","8875738",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for WTF AGENCY LTD (09949005)","Actions","9949005",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for OLIVER'S LETTINGS LTD (10464378)","OLIVER'S LETTINGS LTD","10464378",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for HORNBILL SOLUTIONS LIMITED (06672661)","HORNBILL SOLUTIONS LIMITED","6672661",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for AVID INFOTECH LIMITED (09153217)","Actions","9153217",2019-11-20
"Corporate Insolvency","Meetings of Creditors","Notice timeline for TALLULAH BLOOMS FLORIST LIMITED (11434119)","TALLULAH BLOOMS FLORIST LIMITED","11434119",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for JMP ACTUARIAL LIMITED (07267506)","JMP ACTUARIAL LIMITED","7267506",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for ARYANNA TRADING LTD (08568368)","ARYANNA TRADING LTD","8568368",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for RPCC LTD (07045200)","RPCC LTD","7045200",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for DR P BURLING & ASSOCIATES LIMITED (06719286)","Actions","6719286",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for WTF AGENCY LTD (09949005)","WTF AGENCY LTD","9949005",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for MJ CONSULTING LIMITED (08967528)","MJ CONSULTING LIMITED","8967528",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for EQUITY PARTNERSHIPS (OSPREY) LIMITED (04299729)","Actions","4299729",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for TILEHURST VILLAGE BUTCHERS LIMITED (07938384)","TILEHURST VILLAGE BUTCHERS LIMITED","7938384",2019-11-20
"Corporate Insolvency","Meetings of Creditors","Notice timeline for ACTIVE AUDIO VISUAL LIMITED (03561478)","ACTIVE AUDIO VISUAL LIMITED","3561478",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for SSP BUSINESS SERVICES LTD (07896549)","Actions","7896549",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for LEWIS ROWE LTD (07120043)","LEWIS ROWE LTD","7120043",2019-11-20
"Corporate Insolvency","Notices to Creditors","Notice timeline for LOVELLY LEISURE LIMITED (03380513)","LOVELLY LEISURE LIMITED","3380513",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for DR P BURLING & ASSOCIATES LIMITED (06719286)","DR P BURLING & ASSOCIATES LIMITED","6719286",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for KERNEL CONSULTING LIMITED (06811933)","Actions","6811933",2019-11-20
"Corporate Insolvency","Appointment of Administrators","Notice timeline for MOBEDIA LTD (05593917)","MOBEDIA LTD","5593917",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for VERBALISATION LIMITED (07713869)","VERBALISATION LIMITED","7713869",2019-11-20
"Corporate Insolvency","Meetings of Creditors","Notice timeline for THE SWEET SERVICE LTD (09956509)","THE SWEET SERVICE LTD","9956509",2019-11-20
"Corporate Insolvency","Meetings of Creditors","Notice timeline for M&P COURIER LTD (10975816)","M&P COURIER LTD","10975816",2019-11-20
"Corporate Insolvency","Resolutions for Winding Up","Notice timeline for STONEMAN & STARLING PHOTOGRAPHERS LIMITED (03140320)","STONEMAN & STARLING PHOTOGRAPHERS LIMITED","3140320",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for STONEMAN & STARLING PHOTOGRAPHERS LIMITED (03140320)","Actions","3140320",2019-11-20
"Corporate Insolvency","Resolutions for Winding-up","Notice timeline for THS BUILDING SERVICES LIMITED (09353922)","THS BUILDING SERVICES LIMITED","9353922",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for THS BUILDING SERVICES LIMITED (09353922)","Actions","9353922",2019-11-20
"Corporate Insolvency","Appointment of Liquidators","Notice timeline for ANIPOC LIMITED (09887354)","Actions","9887354",2019-11-20
